Age,Education,Occupation,Relationship,Sex,Target
22,Some-college,Prof-specialty,Own-child,Female,<=50K
17,10th,?,Own-child,Male,<=50K
48,HS-grad,Craft-repair,Husband,Male,<=50K
73,Bachelors,Prof-specialty,Husband,Male,<=50K
25,Bachelors,Adm-clerical,Husband,Male,>50K
53,Some-college,Farming-fishing,Not-in-family,Male,<=50K
46,Some-college,Transport-moving,Husband,Male,>50K
45,Bachelors,Exec-managerial,Wife,Female,>50K
37,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
30,HS-grad,Handlers-cleaners,Husband,Male,<=50K
29,HS-grad,Machine-op-inspct,Husband,Male,<=50K
29,Some-college,Protective-serv,Husband,Male,<=50K
75,Bachelors,?,Not-in-family,Female,<=50K
58,Masters,Exec-managerial,Husband,Male,>50K
42,7th-8th,Other-service,Wife,Female,<=50K
62,9th,Protective-serv,Not-in-family,Male,<=50K
45,Bachelors,Farming-fishing,Husband,Male,>50K
38,Bachelors,Sales,Husband,Male,>50K
36,Bachelors,Sales,Husband,Male,>50K
70,HS-grad,?,Not-in-family,Female,<=50K
42,7th-8th,Sales,Husband,Male,<=50K
47,Masters,Prof-specialty,Husband,Male,>50K
42,Some-college,Craft-repair,Unmarried,Male,<=50K
43,Some-college,Adm-clerical,Wife,Female,>50K
37,Assoc-voc,Craft-repair,Husband,Male,>50K
36,Some-college,Exec-managerial,Wife,Female,>50K
27,Bachelors,Tech-support,Not-in-family,Female,<=50K
54,5th-6th,Machine-op-inspct,Unmarried,Male,<=50K
48,HS-grad,Craft-repair,Husband,Male,>50K
29,HS-grad,Other-service,Unmarried,Female,<=50K
29,HS-grad,Machine-op-inspct,Husband,Male,<=50K
37,Some-college,Other-service,Not-in-family,Male,<=50K
55,Some-college,Sales,Husband,Male,<=50K
67,HS-grad,Priv-house-serv,Wife,Female,<=50K
51,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
35,Masters,Prof-specialty,Unmarried,Female,<=50K
41,7th-8th,Craft-repair,Husband,Male,<=50K
64,HS-grad,Other-service,Other-relative,Female,<=50K
23,5th-6th,Handlers-cleaners,Not-in-family,Male,<=50K
49,Bachelors,Other-service,Not-in-family,Female,<=50K
38,Bachelors,Prof-specialty,Husband,Male,<=50K
62,HS-grad,Handlers-cleaners,Other-relative,Female,<=50K
62,7th-8th,Craft-repair,Husband,Male,<=50K
70,HS-grad,?,Husband,Male,<=50K
45,Masters,Craft-repair,Not-in-family,Male,<=50K
20,Assoc-acdm,Sales,Own-child,Female,<=50K
38,HS-grad,Machine-op-inspct,Husband,Male,<=50K
50,Bachelors,Adm-clerical,Husband,Male,<=50K
40,Some-college,Adm-clerical,Husband,Male,>50K
30,HS-grad,Craft-repair,Husband,Male,<=50K
52,Some-college,Exec-managerial,Not-in-family,Female,<=50K
28,Bachelors,Prof-specialty,Not-in-family,Male,>50K
62,HS-grad,Transport-moving,Husband,Male,<=50K
31,HS-grad,Other-service,Unmarried,Female,<=50K
40,HS-grad,Exec-managerial,Husband,Male,>50K
34,HS-grad,Sales,Not-in-family,Female,<=50K
53,Some-college,Sales,Husband,Male,>50K
42,12th,Farming-fishing,Own-child,Male,<=50K
26,Some-college,Other-service,Husband,Male,<=50K
51,HS-grad,Transport-moving,Husband,Male,>50K
49,Masters,Prof-specialty,Husband,Male,>50K
43,HS-grad,Machine-op-inspct,Husband,Male,<=50K
42,Some-college,Farming-fishing,Not-in-family,Male,<=50K
31,11th,Sales,Own-child,Female,<=50K
26,HS-grad,Transport-moving,Husband,Male,<=50K
50,Bachelors,Prof-specialty,Unmarried,Female,<=50K
35,HS-grad,Machine-op-inspct,Husband,Male,<=50K
37,Some-college,Tech-support,Other-relative,Female,<=50K
53,HS-grad,?,Not-in-family,Male,<=50K
20,Some-college,Sales,Own-child,Male,<=50K
31,Prof-school,Prof-specialty,Husband,Male,>50K
28,HS-grad,Craft-repair,Not-in-family,Male,<=50K
46,HS-grad,Tech-support,Husband,Male,>50K
21,Some-college,Prof-specialty,Own-child,Female,<=50K
41,Masters,Exec-managerial,Husband,Male,>50K
30,Bachelors,Exec-managerial,Not-in-family,Male,>50K
66,Bachelors,Exec-managerial,Husband,Male,<=50K
37,Some-college,Sales,Husband,Male,>50K
74,7th-8th,Handlers-cleaners,Not-in-family,Female,<=50K
46,Some-college,Protective-serv,Husband,Male,>50K
51,Masters,Exec-managerial,Husband,Male,>50K
33,Bachelors,Exec-managerial,Husband,Male,>50K
30,5th-6th,Machine-op-inspct,Husband,Male,<=50K
47,Bachelors,Exec-managerial,Husband,Male,>50K
49,Bachelors,Exec-managerial,Unmarried,Female,<=50K
53,HS-grad,Craft-repair,Unmarried,Female,<=50K
24,Assoc-voc,Machine-op-inspct,Not-in-family,Male,<=50K
54,HS-grad,Transport-moving,Husband,Male,<=50K
32,Some-college,Craft-repair,Own-child,Male,<=50K
45,Some-college,Sales,Husband,Male,<=50K
46,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
37,Some-college,Other-service,Not-in-family,Male,<=50K
48,Masters,Prof-specialty,Husband,Male,>50K
25,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
28,HS-grad,?,Wife,Female,<=50K
44,12th,?,Not-in-family,Female,<=50K
58,Some-college,?,Husband,Male,<=50K
27,Some-college,Adm-clerical,Unmarried,Female,<=50K
69,HS-grad,Adm-clerical,Unmarried,Male,<=50K
38,Bachelors,Sales,Husband,Male,>50K
47,12th,Adm-clerical,Other-relative,Female,<=50K
30,Some-college,Adm-clerical,Not-in-family,Female,<=50K
46,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
27,Prof-school,Prof-specialty,Not-in-family,Female,<=50K
19,Some-college,Sales,Own-child,Male,<=50K
18,HS-grad,Priv-house-serv,Not-in-family,Female,<=50K
24,11th,Craft-repair,Husband,Male,>50K
32,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
38,HS-grad,Handlers-cleaners,Husband,Male,<=50K
19,Preschool,Farming-fishing,Not-in-family,Male,<=50K
28,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
39,Masters,Prof-specialty,Not-in-family,Female,<=50K
38,Some-college,Sales,Not-in-family,Male,<=50K
42,HS-grad,Machine-op-inspct,Wife,Female,>50K
31,Some-college,Adm-clerical,Wife,Female,>50K
46,9th,Machine-op-inspct,Not-in-family,Female,<=50K
53,Some-college,Exec-managerial,Not-in-family,Female,<=50K
21,Assoc-acdm,Handlers-cleaners,Own-child,Male,<=50K
48,HS-grad,Sales,Husband,Male,<=50K
46,HS-grad,Adm-clerical,Wife,Female,>50K
30,HS-grad,Transport-moving,Husband,Male,<=50K
24,HS-grad,Adm-clerical,Other-relative,Male,<=50K
32,10th,Craft-repair,Not-in-family,Male,<=50K
30,HS-grad,Other-service,Not-in-family,Female,<=50K
57,Doctorate,Prof-specialty,Unmarried,Female,<=50K
56,7th-8th,Adm-clerical,Not-in-family,Male,<=50K
27,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
38,Bachelors,Machine-op-inspct,Husband,Male,<=50K
19,HS-grad,Adm-clerical,Own-child,Male,<=50K
61,Some-college,Adm-clerical,Husband,Male,>50K
49,Assoc-voc,Tech-support,Unmarried,Female,<=50K
28,HS-grad,Craft-repair,Husband,Male,<=50K
50,Masters,Prof-specialty,Husband,Male,>50K
43,Bachelors,Craft-repair,Husband,Male,>50K
34,HS-grad,Machine-op-inspct,Unmarried,Female,<=50K
28,11th,Craft-repair,Husband,Male,<=50K
31,Some-college,Craft-repair,Husband,Male,<=50K
55,HS-grad,Machine-op-inspct,Unmarried,Female,<=50K
26,Bachelors,Exec-managerial,Wife,Female,>50K
51,Doctorate,Prof-specialty,Wife,Female,>50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
42,Assoc-acdm,Exec-managerial,Unmarried,Female,<=50K
63,Doctorate,?,Husband,Male,<=50K
31,Masters,Prof-specialty,Not-in-family,Male,<=50K
22,HS-grad,Farming-fishing,Own-child,Male,<=50K
67,HS-grad,Transport-moving,Not-in-family,Male,<=50K
50,9th,?,Husband,Male,<=50K
63,HS-grad,Other-service,Unmarried,Female,<=50K
31,HS-grad,Machine-op-inspct,Husband,Male,>50K
17,11th,Prof-specialty,Own-child,Male,<=50K
41,HS-grad,Transport-moving,Husband,Male,<=50K
53,7th-8th,Transport-moving,Husband,Male,<=50K
44,Some-college,Protective-serv,Husband,Male,<=50K
24,Bachelors,Farming-fishing,Not-in-family,Male,<=50K
35,Assoc-voc,Tech-support,Own-child,Male,<=50K
61,Some-college,Tech-support,Wife,Female,>50K
31,Assoc-acdm,Prof-specialty,Other-relative,Female,<=50K
44,Bachelors,Tech-support,Husband,Male,>50K
56,HS-grad,Sales,Husband,Male,>50K
66,Assoc-acdm,Adm-clerical,Unmarried,Female,<=50K
45,Some-college,Craft-repair,Husband,Male,<=50K
69,Bachelors,Prof-specialty,Husband,Male,>50K
64,HS-grad,Craft-repair,Husband,Male,<=50K
38,HS-grad,Adm-clerical,Wife,Female,>50K
43,Some-college,Craft-repair,Not-in-family,Male,<=50K
37,HS-grad,Craft-repair,Not-in-family,Male,<=50K
19,HS-grad,Adm-clerical,Own-child,Female,<=50K
59,HS-grad,Exec-managerial,Husband,Male,<=50K
50,Some-college,Adm-clerical,Husband,Male,<=50K
33,Bachelors,Exec-managerial,Husband,Male,>50K
56,Some-college,Tech-support,Husband,Male,>50K
28,Assoc-voc,Sales,Husband,Male,<=50K
27,HS-grad,Adm-clerical,Wife,Female,<=50K
42,Masters,Sales,Husband,Male,<=50K
34,HS-grad,Other-service,Husband,Male,<=50K
19,11th,Sales,Own-child,Male,<=50K
68,HS-grad,Exec-managerial,Husband,Male,>50K
28,Masters,Prof-specialty,Husband,Male,>50K
81,Some-college,?,Unmarried,Female,<=50K
22,HS-grad,Farming-fishing,Own-child,Male,<=50K
58,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
31,Some-college,Machine-op-inspct,Not-in-family,Female,<=50K
17,11th,Protective-serv,Own-child,Male,<=50K
25,Some-college,Transport-moving,Not-in-family,Male,>50K
23,Some-college,Other-service,Own-child,Female,<=50K
25,12th,Other-service,Other-relative,Male,<=50K
47,HS-grad,Craft-repair,Not-in-family,Male,<=50K
39,Bachelors,Exec-managerial,Wife,Female,>50K
44,HS-grad,Craft-repair,Husband,Male,<=50K
46,Assoc-voc,Prof-specialty,Husband,Male,>50K
38,Some-college,Farming-fishing,Husband,Male,<=50K
23,HS-grad,Machine-op-inspct,Own-child,Male,<=50K
34,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
33,HS-grad,Craft-repair,Not-in-family,Male,>50K
38,HS-grad,Other-service,Unmarried,Female,<=50K
52,Assoc-voc,Exec-managerial,Husband,Male,<=50K
50,HS-grad,Sales,Not-in-family,Female,<=50K
38,Bachelors,Sales,Not-in-family,Female,>50K
35,Bachelors,Other-service,Husband,Male,<=50K
67,Doctorate,Prof-specialty,Husband,Male,>50K
60,HS-grad,Machine-op-inspct,Husband,Male,>50K
44,HS-grad,Sales,Other-relative,Female,<=50K
38,HS-grad,Farming-fishing,Own-child,Male,<=50K
29,HS-grad,Prof-specialty,Husband,Male,>50K
65,Masters,Prof-specialty,Husband,Male,>50K
33,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
29,HS-grad,?,Not-in-family,Male,<=50K
18,11th,Sales,Own-child,Female,<=50K
43,Prof-school,Exec-managerial,Not-in-family,Male,<=50K
42,Assoc-voc,Exec-managerial,Own-child,Female,<=50K
42,HS-grad,Transport-moving,Husband,Male,<=50K
32,HS-grad,Handlers-cleaners,Husband,Male,<=50K
36,Assoc-acdm,Tech-support,Not-in-family,Female,<=50K
41,Bachelors,Farming-fishing,Husband,Male,>50K
30,Some-college,Other-service,Own-child,Female,<=50K
21,HS-grad,Other-service,Own-child,Male,<=50K
33,Some-college,Transport-moving,Husband,Male,>50K
19,Some-college,?,Own-child,Male,<=50K
19,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
35,HS-grad,Transport-moving,Not-in-family,Male,<=50K
43,HS-grad,Tech-support,Unmarried,Female,<=50K
45,HS-grad,Transport-moving,Husband,Male,<=50K
25,Bachelors,Exec-managerial,Own-child,Male,<=50K
39,Bachelors,Exec-managerial,Husband,Male,<=50K
26,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
60,Masters,Transport-moving,Husband,Male,<=50K
52,Doctorate,Prof-specialty,Wife,Female,>50K
22,12th,Transport-moving,Unmarried,Male,<=50K
23,Some-college,Other-service,Own-child,Female,<=50K
46,HS-grad,Other-service,Wife,Female,<=50K
34,Bachelors,Sales,Husband,Male,<=50K
39,Bachelors,Prof-specialty,Husband,Male,>50K
38,HS-grad,Prof-specialty,Not-in-family,Female,<=50K
56,Masters,Exec-managerial,Husband,Male,<=50K
55,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
40,Some-college,Exec-managerial,Wife,Female,>50K
23,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
39,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
24,Bachelors,Sales,Husband,Male,<=50K
51,HS-grad,Sales,Husband,Male,>50K
47,Bachelors,Exec-managerial,Husband,Male,>50K
25,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
34,Prof-school,Prof-specialty,Husband,Male,>50K
18,11th,Sales,Own-child,Female,<=50K
19,Some-college,Exec-managerial,Own-child,Female,<=50K
32,Some-college,Craft-repair,Unmarried,Male,<=50K
49,HS-grad,Sales,Husband,Male,>50K
40,7th-8th,?,Not-in-family,Female,<=50K
43,HS-grad,Craft-repair,Husband,Male,<=50K
71,Masters,Exec-managerial,Husband,Male,>50K
59,HS-grad,Adm-clerical,Unmarried,Male,<=50K
32,Bachelors,Exec-managerial,Wife,Female,>50K
25,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
32,HS-grad,Exec-managerial,Husband,Male,<=50K
17,11th,Handlers-cleaners,Not-in-family,Female,<=50K
57,Prof-school,Prof-specialty,Husband,Male,>50K
17,12th,Handlers-cleaners,Own-child,Male,<=50K
27,Bachelors,Tech-support,Own-child,Female,<=50K
41,HS-grad,Protective-serv,Husband,Male,<=50K
62,Doctorate,?,Husband,Male,>50K
19,11th,Sales,Not-in-family,Female,<=50K
41,5th-6th,Other-service,Unmarried,Female,<=50K
39,Bachelors,Exec-managerial,Not-in-family,Male,>50K
30,HS-grad,Craft-repair,Not-in-family,Male,<=50K
37,Bachelors,Machine-op-inspct,Husband,Male,>50K
18,11th,Adm-clerical,Own-child,Female,<=50K
40,Bachelors,Sales,Husband,Male,>50K
38,Some-college,Sales,Husband,Male,>50K
24,HS-grad,Sales,Other-relative,Male,<=50K
33,HS-grad,Craft-repair,Husband,Male,<=50K
48,Bachelors,Handlers-cleaners,Husband,Male,<=50K
51,Bachelors,Sales,Husband,Male,>50K
48,HS-grad,Craft-repair,Husband,Male,<=50K
43,7th-8th,Craft-repair,Husband,Male,<=50K
34,Prof-school,Exec-managerial,Own-child,Male,<=50K
41,Assoc-voc,Craft-repair,Not-in-family,Male,<=50K
51,Prof-school,Prof-specialty,Not-in-family,Male,>50K
25,HS-grad,Craft-repair,Own-child,Male,<=50K
20,HS-grad,Other-service,Own-child,Male,<=50K
61,HS-grad,Exec-managerial,Husband,Male,<=50K
35,Some-college,Exec-managerial,Not-in-family,Female,<=50K
42,Masters,Prof-specialty,Unmarried,Female,<=50K
26,HS-grad,Other-service,Other-relative,Male,<=50K
46,HS-grad,Other-service,Husband,Male,<=50K
39,Bachelors,Prof-specialty,Not-in-family,Male,>50K
18,10th,?,Own-child,Male,<=50K
29,Some-college,Sales,Own-child,Male,<=50K
39,Some-college,Craft-repair,Unmarried,Male,>50K
47,HS-grad,Craft-repair,Husband,Male,>50K
40,Some-college,Transport-moving,Husband,Male,>50K
43,HS-grad,Craft-repair,Husband,Male,>50K
32,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
31,10th,Sales,Other-relative,Female,<=50K
19,Some-college,?,Own-child,Male,<=50K
44,Assoc-acdm,Adm-clerical,Husband,Male,>50K
46,Bachelors,Protective-serv,Husband,Male,>50K
53,Masters,Prof-specialty,Husband,Male,>50K
43,Bachelors,Exec-managerial,Husband,Male,<=50K
41,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
35,HS-grad,Other-service,Unmarried,Male,<=50K
48,Bachelors,Sales,Husband,Male,<=50K
28,Masters,Exec-managerial,Wife,Female,<=50K
44,Bachelors,Prof-specialty,Unmarried,Female,<=50K
20,Some-college,?,Own-child,Female,<=50K
51,Prof-school,Prof-specialty,Not-in-family,Female,<=50K
28,HS-grad,Transport-moving,Unmarried,Male,<=50K
36,Bachelors,Craft-repair,Not-in-family,Male,<=50K
28,HS-grad,Other-service,Husband,Male,<=50K
21,Some-college,Sales,Own-child,Male,<=50K
34,Bachelors,?,Husband,Male,<=50K
36,Some-college,Craft-repair,Husband,Male,<=50K
25,Assoc-acdm,?,Own-child,Female,<=50K
31,HS-grad,Prof-specialty,Not-in-family,Male,<=50K
44,HS-grad,Farming-fishing,Husband,Male,<=50K
49,11th,Handlers-cleaners,Unmarried,Male,<=50K
40,HS-grad,Craft-repair,Husband,Male,<=50K
64,Doctorate,Prof-specialty,Husband,Male,>50K
54,Masters,Prof-specialty,Husband,Male,>50K
27,Some-college,Sales,Husband,Male,<=50K
18,Some-college,Other-service,Own-child,Female,<=50K
68,9th,Craft-repair,Husband,Male,<=50K
64,Doctorate,Prof-specialty,Not-in-family,Male,>50K
36,HS-grad,Transport-moving,Husband,Male,<=50K
21,HS-grad,Farming-fishing,Own-child,Male,<=50K
22,Some-college,Craft-repair,Own-child,Male,<=50K
61,Bachelors,Prof-specialty,Husband,Male,<=50K
24,Some-college,Sales,Own-child,Male,<=50K
49,Bachelors,Prof-specialty,Husband,Male,>50K
25,Some-college,Priv-house-serv,Other-relative,Female,<=50K
66,HS-grad,?,Husband,Male,<=50K
29,Some-college,Prof-specialty,Not-in-family,Male,<=50K
22,HS-grad,Sales,Own-child,Female,<=50K
57,Some-college,Prof-specialty,Husband,Male,<=50K
41,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
29,HS-grad,Craft-repair,Husband,Male,>50K
20,Some-college,Adm-clerical,Unmarried,Female,<=50K
47,Prof-school,Sales,Husband,Male,>50K
22,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
59,Assoc-voc,Prof-specialty,Not-in-family,Male,>50K
42,Masters,Adm-clerical,Husband,Male,>50K
64,Some-college,Prof-specialty,Not-in-family,Female,<=50K
29,HS-grad,Other-service,Unmarried,Male,<=50K
25,Some-college,Craft-repair,Not-in-family,Male,<=50K
62,Some-college,Exec-managerial,Not-in-family,Female,<=50K
44,Masters,Exec-managerial,Not-in-family,Male,>50K
21,HS-grad,Other-service,Not-in-family,Female,<=50K
60,Some-college,Prof-specialty,Husband,Male,>50K
46,10th,Machine-op-inspct,Unmarried,Male,<=50K
44,Bachelors,Tech-support,Not-in-family,Male,>50K
21,HS-grad,Other-service,Own-child,Female,<=50K
18,11th,Handlers-cleaners,Own-child,Male,<=50K
39,Bachelors,Prof-specialty,Wife,Female,<=50K
33,Masters,Prof-specialty,Husband,Male,>50K
63,1st-4th,Transport-moving,Not-in-family,Male,<=50K
52,HS-grad,Protective-serv,Husband,Male,>50K
17,9th,Sales,Own-child,Male,<=50K
45,Prof-school,Prof-specialty,Husband,Male,>50K
31,HS-grad,Sales,Own-child,Male,<=50K
35,Some-college,Tech-support,Husband,Male,<=50K
31,HS-grad,Machine-op-inspct,Husband,Male,>50K
51,Some-college,Prof-specialty,Not-in-family,Female,<=50K
48,HS-grad,Craft-repair,Husband,Male,<=50K
28,HS-grad,Handlers-cleaners,Husband,Male,<=50K
42,HS-grad,Transport-moving,Husband,Male,<=50K
38,Some-college,Adm-clerical,Unmarried,Female,<=50K
43,Bachelors,Prof-specialty,Husband,Male,>50K
30,HS-grad,Handlers-cleaners,Husband,Male,<=50K
24,12th,Sales,Other-relative,Male,<=50K
46,Bachelors,Exec-managerial,Husband,Male,>50K
50,10th,Transport-moving,Husband,Male,<=50K
22,HS-grad,Other-service,Other-relative,Male,<=50K
18,HS-grad,Adm-clerical,Own-child,Male,<=50K
53,Bachelors,Prof-specialty,Husband,Male,>50K
40,Bachelors,Prof-specialty,Husband,Male,>50K
36,Doctorate,Prof-specialty,Husband,Male,<=50K
32,Bachelors,Exec-managerial,Husband,Male,>50K
39,HS-grad,Farming-fishing,Own-child,Male,<=50K
46,HS-grad,Handlers-cleaners,Husband,Male,<=50K
26,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
19,Some-college,Sales,Own-child,Male,<=50K
24,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
28,Masters,Prof-specialty,Own-child,Male,<=50K
25,Masters,Prof-specialty,Own-child,Female,<=50K
44,Some-college,Exec-managerial,Husband,Male,>50K
38,HS-grad,Craft-repair,Husband,Male,<=50K
42,Masters,Exec-managerial,Not-in-family,Male,<=50K
28,HS-grad,Craft-repair,Own-child,Male,<=50K
36,Bachelors,Exec-managerial,Other-relative,Male,<=50K
47,Bachelors,Sales,Not-in-family,Male,>50K
46,HS-grad,Machine-op-inspct,Husband,Male,<=50K
21,Some-college,Adm-clerical,Own-child,Female,<=50K
19,HS-grad,?,Own-child,Female,<=50K
35,Bachelors,Exec-managerial,Not-in-family,Female,<=50K
26,HS-grad,Craft-repair,Husband,Male,<=50K
21,Some-college,Other-service,Not-in-family,Female,<=50K
67,7th-8th,Farming-fishing,Husband,Male,<=50K
54,HS-grad,Exec-managerial,Unmarried,Male,>50K
26,Masters,Tech-support,Other-relative,Male,<=50K
51,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
27,Some-college,Craft-repair,Not-in-family,Male,<=50K
27,HS-grad,Craft-repair,Husband,Male,>50K
39,Some-college,Machine-op-inspct,Own-child,Female,<=50K
32,Bachelors,Exec-managerial,Not-in-family,Female,>50K
52,HS-grad,Craft-repair,Not-in-family,Male,<=50K
21,Some-college,Handlers-cleaners,Husband,Male,<=50K
27,HS-grad,Protective-serv,Own-child,Male,<=50K
46,7th-8th,Transport-moving,Not-in-family,Male,<=50K
42,Assoc-voc,Other-service,Husband,Male,<=50K
79,Bachelors,Sales,Husband,Male,>50K
50,Bachelors,Exec-managerial,Wife,Female,>50K
19,HS-grad,?,Own-child,Female,<=50K
43,Some-college,Adm-clerical,Other-relative,Male,<=50K
51,Masters,Prof-specialty,Husband,Male,<=50K
45,Some-college,Transport-moving,Husband,Male,>50K
65,HS-grad,Protective-serv,Not-in-family,Male,<=50K
66,Bachelors,Sales,Husband,Male,>50K
36,Assoc-voc,Farming-fishing,Husband,Male,<=50K
26,Assoc-acdm,Prof-specialty,Own-child,Female,<=50K
28,Some-college,Sales,Not-in-family,Male,<=50K
39,Prof-school,Prof-specialty,Husband,Male,>50K
43,Some-college,Transport-moving,Husband,Male,<=50K
20,HS-grad,Other-service,Own-child,Female,<=50K
29,Some-college,Tech-support,Unmarried,Male,<=50K
32,Bachelors,Sales,Husband,Male,>50K
44,Bachelors,Exec-managerial,Not-in-family,Female,<=50K
18,Some-college,?,Own-child,Female,<=50K
60,Some-college,Handlers-cleaners,Husband,Male,<=50K
34,HS-grad,Sales,Husband,Male,>50K
60,HS-grad,Handlers-cleaners,Not-in-family,Female,<=50K
38,11th,Sales,Unmarried,Female,<=50K
29,Assoc-voc,Machine-op-inspct,Husband,Male,<=50K
41,Some-college,Craft-repair,Not-in-family,Male,<=50K
49,Bachelors,Exec-managerial,Not-in-family,Female,<=50K
37,5th-6th,Other-service,Unmarried,Female,<=50K
37,Doctorate,Prof-specialty,Not-in-family,Female,>50K
43,Some-college,Sales,Husband,Male,>50K
41,Masters,Prof-specialty,Not-in-family,Female,<=50K
37,HS-grad,Other-service,Unmarried,Female,<=50K
19,9th,Craft-repair,Other-relative,Male,<=50K
29,Some-college,Transport-moving,Husband,Male,<=50K
40,HS-grad,Craft-repair,Husband,Male,<=50K
53,7th-8th,Exec-managerial,Husband,Male,>50K
27,Bachelors,Sales,Husband,Male,<=50K
